IDRetailer;Category;StockProdRegular;StockProdA
2222;Cat-A;20;0
2223;Cat-A;12;0
2224;Cat-A;8;0
2225;Cat-A;0;0
2226;Cat-A;5;0
2227;Cat-A;10;0
2228;Cat-A;0;0
2229;Cat-A;0;0
2230;Cat-A;15;0
2231;Cat-A;0;0
2232;Cat-A;10;0
2233;Cat-A;10;0
2234;Cat-A;10;3
2235;Cat-A;12;0
2236;Cat-A;5;3
2237;Cat-A;10;3
2238;Cat-A;8;5
2239;Cat-A;2;0
2240;Cat-A;5;0
2241;Cat-A;0;2
2242;Cat-A;15;8
2243;Cat-A;5;0
2244;Cat-A;10;8
2245;Cat-A;0;0
2246;Cat-A;11;8
2247;Cat-A;0;1
2248;Cat-A;9;0
2249;Cat-A;19;9
2250;Cat-A;4;15
2251;Cat-A;6;0
2252;Cat-A;19;0
2253;Cat-A;10;0
2254;Cat-A;10;10
2255;Cat-A;10;13
2256;Cat-A;10;0
2257;Cat-A;19;8
2258;Cat-A;2;0
2259;Cat-A;0;0
2260;Cat-A;15;0
2261;Cat-A;6;0
2262;Cat-A;15;3
2263;Cat-A;19;3
2264;Cat-A;0;0
2265;Cat-A;20;23
2266;Cat-A;7;8
2267;Cat-A;17;0
2268;Cat-A;8;0
2269;Cat-A;8;0
2270;Cat-A;32;0
2271;Cat-A;2;0
2272;Cat-A;10;0
2273;Cat-A;2;8
2274;Cat-A;3;5
2275;Cat-A;0;0
2276;Cat-A;10;15
2277;Cat-A;18;32
2278;Cat-A;3;5
2279;Cat-A;0;0
2280;Cat-A;12;4
2281;Cat-A;8;8
2282;Cat-A;2;2
2283;Cat-A;8;15
2284;Cat-A;20;15
2285;Cat-A;30;50
2286;Cat-A;35;25
2287;Cat-A;15;15
2288;Cat-A;15;15
2289;Cat-A;20;15
2290;Cat-A;25;15
2291;Cat-A;10;15
2292;Cat-A;15;10
2293;Cat-A;15;15
2294;Cat-A;2;2
2295;Cat-A;15;15
2296;Cat-A;15;10
2297;Cat-A;5;10
2298;Cat-A;15;15
2299;Cat-A;10;12
2300;Cat-A;12;9
2301;Cat-A;10;15
2302;Cat-A;15;15
2303;Cat-A;15;10
2304;Cat-A;10;15
2305;Cat-A;5;2
2306;Cat-A;12;5
2307;Cat-A;0;0
2308;Cat-A;10;5
2309;Cat-A;30;15
2310;Cat-A;25;0
2311;Cat-A;14;0
2312;Cat-A;28;12
2313;Cat-A;35;25
2314;Cat-A;8;0
2315;Cat-A;19;5
2316;Cat-A;9;5
2317;Cat-A;30;15
2318;Cat-A;0;0
2319;Cat-A;15;5
2320;Cat-A;50;30
2321;Cat-A;15;6
2322;Cat-A;20;5
2323;Cat-A;25;10
2324;Cat-A;15;5
2325;Cat-A;11;0
2326;Cat-A;25;18
2327;Cat-A;0;0
2328;Cat-A;0;4
2329;Cat-A;7;15
2330;Cat-A;0;0
2331;Cat-A;0;13
2332;Cat-A;0;15
2333;Cat-A;2;8
2334;Cat-A;6;7
2335;Cat-A;8;0
2336;Cat-A;0;0
2337;Cat-A;4;4
2338;Cat-A;0;1
2339;Cat-A;2;2
2340;Cat-A;7;0
2341;Cat-A;5;0
2342;Cat-A;10;0
2343;Cat-A;5;5
2344;Cat-A;8;2
2345;Cat-A;3;8
2346;Cat-A;12;80
2347;Cat-A;0;0
2348;Cat-A;3;0
2349;Cat-A;0;0
2350;Cat-A;0;10
2351;Cat-A;3;0
2352;Cat-A;9;78
2353;Cat-A;2;0
2354;Cat-A;4;0
2355;Cat-A;5;0
2356;Cat-A;81;30
2357;Cat-A;6;0
2358;Cat-A;5;24
2359;Cat-A;1;32
2360;Cat-A;50;0
2361;Cat-A;3;0
2362;Cat-A;6;3
2363;Cat-A;0;0
2364;Cat-A;12;8
2365;Cat-A;18;0
2366;Cat-A;0;0
2367;Cat-A;0;0
2368;Cat-A;0;0
2369;Cat-A;19;0
2370;Cat-A;5;0
2371;Cat-A;27;0
2372;Cat-A;7;0
2373;Cat-A;18;19
2374;Cat-A;16;0
2375;Cat-A;26;27
2376;Cat-A;0;0
2377;Cat-A;2;2
2378;Cat-A;17;32
2379;Cat-A;10;0
2380;Cat-A;4;0
2381;Cat-A;18;4
2382;Cat-A;12;4
2383;Cat-A;0;0
2384;Cat-A;0;0
2385;Cat-A;0;0
2386;Cat-A;0;0
2387;Cat-A;53;0
2388;Cat-A;9;0
2389;Cat-A;0;16
2390;Cat-A;0;0
2391;Cat-A;11;32
2392;Cat-A;9;0
2393;Cat-A;12;5
2394;Cat-A;0;0
2395;Cat-A;20;10
2396;Cat-A;6;0
2397;Cat-A;9;5
2398;Cat-A;9;0
2399;Cat-A;5;0
2400;Cat-A;10;0
2401;Cat-A;5;0
2402;Cat-A;0;0
2403;Cat-A;10;0
2404;Cat-A;0;0
2405;Cat-A;50;0
2406;Cat-A;27;0
2407;Cat-A;0;0
2408;Cat-A;20;0
2409;Cat-A;10;0
2410;Cat-A;3;0
2411;Cat-A;5;0
2412;Cat-A;9;0
2413;Cat-A;18;0
2414;Cat-A;5;0
2415;Cat-A;15;0
2416;Cat-A;0;0
2417;Cat-A;5;0
2418;Cat-A;25;1
2419;Cat-A;12;1
2420;Cat-A;5;0
2421;Cat-A;5;0
2422;Cat-A;35;2
2423;Cat-A;20;0
2424;Cat-A;12;0
2425;Cat-A;6;9
2426;Cat-A;5;0
2427;Cat-A;32;0
2428;Cat-A;10;4
2429;Cat-A;20;7
2430;Cat-A;5;0
2431;Cat-A;19;4
2432;Cat-A;20;16
2433;Cat-A;18;0
2434;Cat-A;23;25
2435;Cat-A;6;0
2436;Cat-A;18;0
2437;Cat-A;4;13
2438;Cat-A;10;0
2439;Cat-A;24;5
2440;Cat-A;0;0
2441;Cat-A;2;0
2442;Cat-A;4;4
2443;Cat-A;12;8
2444;Cat-A;0;0
2445;Cat-A;0;0
2446;Cat-A;2;0
2447;Cat-A;10;0
2448;Cat-A;0;0
2449;Cat-A;10;0
2450;Cat-A;1;6
2451;Cat-A;63;45
2452;Cat-A;25;0
2453;Cat-A;18;0
2454;Cat-A;28;0
2455;Cat-A;14;0
2456;Cat-A;0;0
2457;Cat-A;7;0
2458;Cat-A;14;50
2459;Cat-A;9;0
2460;Cat-A;10;0
2461;Cat-A;2;2
2462;Cat-A;4;0
2463;Cat-A;3;0
2464;Cat-A;5;0
2465;Cat-A;0;7
2466;Cat-A;12;0
2467;Cat-A;12;0
2468;Cat-A;12;0
2469;Cat-A;0;0
2470;Cat-A;16;0
2471;Cat-A;0;0
2472;Cat-A;4;0
2473;Cat-A;8;0
2474;Cat-A;6;0
2475;Cat-A;17;0
2476;Cat-A;8;0
2477;Cat-A;0;0
2478;Cat-A;0;0
2479;Cat-A;4;0
2480;Cat-A;8;0
2481;Cat-A;30;21
2482;Cat-A;20;8
2483;Cat-A;24;16
2484;Cat-A;20;20
2485;Cat-A;20;20
2486;Cat-A;20;20
2487;Cat-A;0;30
2488;Cat-A;60;60
2489;Cat-A;0;0
2490;Cat-A;0;10
2491;Cat-A;0;8
2492;Cat-A;70;30
2493;Cat-A;0;25
2494;Cat-A;0;20
2495;Cat-A;30;15
2496;Cat-A;20;25
2497;Cat-A;20;18
2498;Cat-A;20;15
2499;Cat-A;20;25
2500;Cat-A;20;18
2501;Cat-A;25;20
2502;Cat-A;15;15
2503;Cat-A;25;15
2504;Cat-A;25;10
2505;Cat-A;25;10
2506;Cat-A;25;10
2507;Cat-A;25;5
2508;Cat-A;25;5
2509;Cat-A;20;0
2510;Cat-A;10;15
2511;Cat-A;0;0
2512;Cat-A;20;5
2513;Cat-A;20;5
2514;Cat-A;15;10
2515;Cat-A;0;0
2516;Cat-A;20;10
2517;Cat-A;20;21
2518;Cat-A;10;1
2519;Cat-A;20;5
2520;Cat-A;12;1
2521;Cat-A;5;2
2522;Cat-A;8;10
2523;Cat-A;8;10
2524;Cat-A;0;0
2525;Cat-A;2;2
2526;Cat-A;11;11
2527;Cat-A;16;20
2528;Cat-A;0;2
2529;Cat-A;5;1
2530;Cat-A;8;38
2531;Cat-A;2;0
2532;Cat-A;0;5
2533;Cat-A;20;0
2534;Cat-A;12;0
2535;Cat-A;0;31
2536;Cat-A;60;0
2537;Cat-A;3;0
2538;Cat-A;0;0
2539;Cat-A;0;0
2540;Cat-A;3;0
2541;Cat-A;0;46
2542;Cat-A;0;0
2543;Cat-A;10;12
2544;Cat-A;13;5
2545;Cat-A;0;6
2546;Cat-A;6;33
2547;Cat-A;12;26
2548;Cat-A;5;0
2549;Cat-A;1;0
2550;Cat-A;0;1
2551;Cat-A;4;7
2552;Cat-A;12;0
2553;Cat-A;5;0
2554;Cat-A;2;0
2555;Cat-A;4;0
2556;Cat-A;2;0
2557;Cat-A;10;1
2558;Cat-A;1;5
2559;Cat-A;0;0
2560;Cat-A;0;0
2561;Cat-A;8;0
2562;Cat-A;5;0
2563;Cat-A;5;0
2564;Cat-A;0;0
2565;Cat-A;4;0
2566;Cat-A;13;0
2567;Cat-A;0;2
2568;Cat-A;5;0
2569;Cat-A;0;0
2570;Cat-A;3;0
2571;Cat-A;9;18
2572;Cat-A;7;2
2573;Cat-A;0;4
2574;Cat-A;2;0
2575;Cat-A;0;0
2576;Cat-A;0;4
2577;Cat-A;4;0
2578;Cat-A;0;0
2579;Cat-A;0;0
2580;Cat-A;4;0
2581;Cat-A;0;0
2582;Cat-A;0;0
2583;Cat-A;0;0
2584;Cat-A;18;14
2585;Cat-A;10;83
2586;Cat-A;10;0
2587;Cat-A;0;0
2588;Cat-A;0;0
2589;Cat-A;0;0
2590;Cat-A;17;8
2591;Cat-A;0;0
2592;Cat-A;10;0
2593;Cat-A;0;0
2594;Cat-A;0;0
2595;Cat-A;0;0
2596;Cat-A;1;0
2597;Cat-A;1;0
2598;Cat-A;10;0
2599;Cat-A;9;0
2600;Cat-A;0;0
2601;Cat-A;9;0
2602;Cat-A;19;0
2603;Cat-A;0;0
2604;Cat-A;6;0
2605;Cat-A;6;0
2606;Cat-A;4;0
2607;Cat-A;15;0
2608;Cat-A;4;20
2609;Cat-A;6;6
2610;Cat-A;0;0
2611;Cat-A;4;0
2612;Cat-A;4;0
2613;Cat-A;28;15
2614;Cat-A;15;11
2615;Cat-A;9;7
2616;Cat-A;1;10
2617;Cat-A;10;12
2618;Cat-A;8;30
2619;Cat-A;8;5
2620;Cat-A;8;6
2621;Cat-A;28;30
2622;Cat-A;3;6
2623;Cat-A;5;5
2624;Cat-A;8;10
2625;Cat-A;0;3
2626;Cat-A;7;20
2627;Cat-A;5;5
2628;Cat-A;6;19
2629;Cat-A;6;3
2630;Cat-A;2;2
2631;Cat-A;2;10
2632;Cat-A;4;6
2633;Cat-A;5;8
2634;Cat-A;7;9
2635;Cat-A;3;4
2636;Cat-A;5;10
2637;Cat-A;9;5
2638;Cat-A;10;10
2639;Cat-A;12;66
2640;Cat-A;11;70
2641;Cat-A;5;3
2642;Cat-A;5;12
2643;Cat-A;0;5
2644;Cat-A;0;0
2645;Cat-A;0;0
2646;Cat-A;3;5
2647;Cat-A;20;40
2648;Cat-A;14;4
2649;Cat-A;5;5
2650;Cat-A;20;15
2651;Cat-A;4;10
2652;Cat-A;5;5
2653;Cat-A;5;5
2654;Cat-A;5;6
2655;Cat-A;0;0
2656;Cat-A;14;21
2657;Cat-A;4;3
2658;Cat-A;20;20
2659;Cat-A;12;12
2660;Cat-A;3;2
2661;Cat-A;15;25
2662;Cat-A;4;8
2663;Cat-A;15;8
2664;Cat-A;0;0
2665;Cat-A;6;5
2666;Cat-A;18;0
2667;Cat-A;25;31
2668;Cat-A;2;3
2669;Cat-A;0;0
2670;Cat-A;9;10
2671;Cat-A;0;0
2672;Cat-A;7;6
2673;Cat-A;0;0
2674;Cat-A;3;21
2675;Cat-A;3;0
2676;Cat-A;21;7
2677;Cat-A;0;10
2678;Cat-A;0;0
2679;Cat-A;4;0
2680;Cat-A;10;5
2681;Cat-A;3;0
2682;Cat-A;0;0
2683;Cat-A;0;33
2684;Cat-A;2;2
2685;Cat-A;13;15
2686;Cat-A;8;8
2687;Cat-O;2;2
2688;Cat-O;12;1
2689;Cat-O;10;5
2690;Cat-O;10;0
2691;Cat-O;0;0
2692;Cat-O;4;0
2693;Cat-O;0;0
2694;Cat-O;0;0
2695;Cat-O;8;0
2696;Cat-O;7;0
2697;Cat-O;7;0
2698;Cat-O;0;0
2699;Cat-O;0;0
2700;Cat-O;0;0
2701;Cat-O;0;0
2702;Cat-O;0;5
2703;Cat-O;0;0
2704;Cat-O;2;3
2705;Cat-O;10;0
2706;Cat-O;5;0
2707;Cat-O;0;0
2708;Cat-O;10;0
2709;Cat-O;0;0
2710;Cat-O;9;0
2711;Cat-O;13;0
2712;Cat-O;9;0
2713;Cat-O;10;0
2714;Cat-O;0;0
2715;Cat-O;0;0
2716;Cat-O;0;0
2717;Cat-O;25;2
2718;Cat-O;22;4
2719;Cat-O;40;0
2720;Cat-O;20;2
2721;Cat-O;0;0
2722;Cat-O;0;0
2723;Cat-O;0;0
2724;Cat-O;11;0
2725;Cat-O;7;2
2726;Cat-O;5;0
2727;Cat-O;10;0
2728;Cat-O;4;4
2729;Cat-O;0;0
2730;Cat-O;8;4
2731;Cat-O;0;0
2732;Cat-O;15;2
2733;Cat-O;0;0
2734;Cat-O;0;0
2735;Cat-O;6;2
2736;Cat-O;2;0
2737;Cat-O;5;0
2738;Cat-O;7;0
2739;Cat-O;3;0
2740;Cat-O;0;0
2741;Cat-O;5;0
2742;Cat-O;0;0
2743;Cat-O;4;0
2744;Cat-O;0;0
2745;Cat-O;4;5
2746;Cat-O;3;0
2747;Cat-O;6;0
2748;Cat-O;4;3
2749;Cat-O;5;0
2750;Cat-O;0;0
2751;Cat-O;1;0
2752;Cat-O;5;0
2753;Cat-O;4;0
2754;Cat-O;0;0
2755;Cat-O;0;0
2756;Cat-O;1;0
2757;Cat-O;0;0
2758;Cat-O;4;7
2759;Cat-O;0;0
2760;Cat-O;1;0
2761;Cat-O;2;0
2762;Cat-O;2;0
2763;Cat-O;3;0
2764;Cat-O;10;0
2765;Cat-O;4;0
2766;Cat-O;4;0
2767;Cat-O;1;0
2768;Cat-O;1;0
2769;Cat-O;0;0
2770;Cat-O;0;0
2771;Cat-O;0;0
2772;Cat-O;7;0
2773;Cat-O;4;0
2774;Cat-O;0;0
2775;Cat-O;0;0
2776;Cat-O;6;1
2777;Cat-O;10;1
2778;Cat-O;16;0
2779;Cat-O;20;2
2780;Cat-O;0;0
2781;Cat-O;0;0
2782;Cat-H;18;0
2783;Cat-H;0;0
2784;Cat-H;13;0
2785;Cat-H;5;0
2786;Cat-H;7;0
2787;Cat-H;6;5
2788;Cat-H;2;3
2789;Cat-H;0;0
2790;Cat-H;3;0
2791;Cat-H;0;0
2792;Cat-H;5;5
2793;Cat-H;9;10
2794;Cat-H;0;0
2795;Cat-H;15;16
2796;Cat-H;0;0
2797;Cat-H;7;0
2798;Cat-H;0;0
2799;Cat-H;55;0
2800;Cat-H;3;0
2801;Cat-H;6;0
2802;Cat-H;4;0
2803;Cat-H;16;0
2804;Cat-H;0;0
2805;Cat-H;11;0
2806;Cat-H;27;0
2807;Cat-H;20;0
2808;Cat-H;12;0
2809;Cat-H;9;0
2810;Cat-H;9;0
2811;Cat-H;12;0
2812;Cat-H;6;0
2813;Cat-H;6;0
2814;Cat-H;8;8
2815;Cat-H;0;0
2816;Cat-H;10;4
2817;Cat-H;0;0
2818;Cat-H;12;0
2819;Cat-H;10;0
2820;Cat-H;0;0
2821;Cat-H;1;0
2822;Cat-H;0;0
2823;Cat-H;3;0
2824;Cat-H;3;0
2825;Cat-H;10;0
2826;Cat-H;0;0
2827;Cat-H;0;0
2828;Cat-H;0;10
2829;Cat-H;0;0
2830;Cat-H;4;0
2831;Cat-H;0;0
2832;Cat-H;0;0
2833;Cat-H;0;8
2834;Cat-H;2;22
2835;Cat-H;2;4
2836;Cat-H;10;20
2837;Cat-H;9;2
2838;Cat-H;15;1
2839;Cat-H;7;5
2840;Cat-H;4;0
2841;Cat-H;23;26
2842;Cat-H;15;107
2843;Cat-H;34;54
2844;Cat-H;15;4
2845;Cat-H;29;34
2846;Cat-H;10;5
2847;Cat-H;0;0
2848;Cat-H;25;47
2849;Cat-H;6;5
2850;Cat-H;0;0
2851;Cat-H;0;1
2852;Cat-H;1;1
2853;Cat-H;12;5
2854;Cat-H;3;1
2855;Cat-H;5;6
2856;Cat-H;2;1
2857;Cat-H;15;18
2858;Cat-H;10;5
2859;Cat-H;12;15
2860;Cat-H;10;0
2861;Cat-H;24;12
2862;Cat-H;3;1
2863;Cat-H;34;22
2864;Cat-H;15;10
2865;Cat-H;89;75
2866;Cat-H;0;0
2867;Cat-H;2;0
2868;Cat-H;4;0
2869;Cat-H;0;0
2870;Cat-H;4;0
2871;Cat-H;10;0
2872;Cat-H;3;0
2873;Cat-H;12;0
2874;Cat-H;10;0
2875;Cat-H;4;0
2876;Cat-H;17;0
2877;Cat-H;0;0
2878;Cat-H;0;0
2879;Cat-H;8;0
2880;Cat-H;6;0
2881;Cat-H;6;0
2882;Cat-H;12;0
2883;Cat-H;10;0
2884;Cat-H;42;0
2885;Cat-H;6;0
2886;Cat-H;0;0
2887;Cat-H;0;0
2888;Cat-H;0;0
2889;Cat-H;12;0
2890;Cat-H;0;0
2891;Cat-H;6;0
2892;Cat-H;25;0
2893;Cat-H;0;0
2894;Cat-H;7;0
2895;Cat-H;0;0
2896;Cat-H;1;0
2897;Cat-H;2;0
2898;Cat-H;12;0
2899;Cat-H;7;0
2900;Cat-H;0;0
2901;Cat-H;0;0
2902;Cat-H;0;0
2903;Cat-H;0;0
2904;Cat-H;8;0
2905;Cat-H;6;0
2906;Cat-H;14;0
2907;Cat-H;6;0
2908;Cat-H;8;0
2909;Cat-H;3;0
2910;Cat-H;21;0
2911;Cat-H;0;0
2912;Cat-H;0;0
2913;Cat-H;20;5
2914;Cat-H;5;1
2915;Cat-H;10;1
2916;Cat-H;0;3
2917;Cat-H;0;1
2918;Cat-H;0;0
2919;Cat-H;8;0
2920;Cat-H;0;0
2921;Cat-H;3;0
2922;Cat-H;5;0
2923;Cat-H;0;0
2924;Cat-H;4;0
2925;Cat-H;7;0
2926;Cat-H;0;0
2927;Cat-H;15;7
2928;Cat-H;0;0
2929;Cat-H;5;0
2930;Cat-H;0;0
2931;Cat-H;6;0
2932;Cat-H;18;0
2933;Cat-H;0;0
2934;Cat-O;4;0
2935;Cat-O;2;6
2936;Cat-O;2;2
2937;Cat-O;0;0
2938;Cat-O;0;0
2939;Cat-O;8;7
2940;Cat-O;8;6
2941;Cat-O;4;0
2942;Cat-O;4;0
2943;Cat-O;3;10
2944;Cat-O;21;0
2945;Cat-O;6;0
2946;Cat-O;3;0
2947;Cat-O;0;0
2948;Cat-O;0;0
2949;Cat-O;7;0
2950;Cat-O;3;0
2951;Cat-O;0;0
2952;Cat-O;0;0
2953;Cat-O;10;0
2954;Cat-O;5;0
2955;Cat-O;8;0
2956;Cat-O;0;0
2957;Cat-O;4;0
2958;Cat-O;0;0
2959;Cat-O;0;0
2960;Cat-O;10;0
2961;Cat-O;0;0
2962;Cat-O;0;0
2963;Cat-O;20;15
